epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
36,1758.65,1.00132,0.25207,0.9341,1.32383,0,0.98941,0.92963,0.97079,0.72742,0.98941,0.92963,0.97079,0.72615,1.12747,0.0539,0.72742,1.56045,0,0.0001535,0.0001535,0.0001535
37,1835.71,1.03732,0.17905,0.90249,1.32976,0,0.99067,0.92776,0.97167,0.72385,0.99067,0.92776,0.97947,0.71898,1.21228,0.07001,0.76652,1.60136,0,0.0001436,0.0001436,0.0001436
38,1881.96,1.01269,0.19004,0.91785,1.33447,0,0.99365,0.92869,0.97079,0.69473,0.99365,0.92869,0.97079,0.69251,1.22332,0.05459,0.78735,1.62885,0,0.0001337,0.0001337,0.0001337
39,1928.58,0.99015,0.27728,0.90639,1.30146,0,0.99185,0.95189,0.97,0.71419,0.99185,0.95189,0.97,0.6989,1.18254,0.03936,0.7596,1.63572,0,0.0001238,0.0001238,0.0001238
40,1974.84,0.98708,0.19543,0.90811,1.3392,0,0.96498,0.94916,0.97,0.71298,0.96498,0.94916,0.97,0.70582,1.08148,0.03946,0.76109,1.55102,0,0.0001139,0.0001139,0.0001139
41,2019.45,0.91735,0.18117,1.03871,1.40626,0,0.95571,0.95234,0.97079,0.7071,0.95571,0.95234,0.97079,0.70071,1.08921,0.03721,0.7381,1.56287,0,0.000104,0.000104,0.000104
42,2063.03,0.86511,0.18316,0.97907,1.37105,0,0.93411,0.95833,0.96946,0.71938,0.93411,0.95833,0.96946,0.70427,1.10147,0.01941,0.90053,1.56816,0,9.41e-05,9.41e-05,9.41e-05
43,2106.32,0.88336,0.14532,0.95087,1.33769,0,0.96106,0.95833,0.97079,0.72793,0.96106,0.95833,0.97079,0.72325,1.05105,0.01115,0.83427,1.51865,0,8.42e-05,8.42e-05,8.42e-05
44,2149.91,0.86456,0.14119,0.83731,1.33729,0,0.97949,0.95833,0.97079,0.73221,0.97949,0.95833,0.97079,0.71083,1.02559,0.00776,0.75278,1.5083,0,7.43e-05,7.43e-05,7.43e-05
45,2196.74,0.85296,0.14389,0.8056,1.32857,0,0.98525,0.95833,0.97375,0.73487,0.98525,0.95833,0.97375,0.72713,1.03224,0.00642,0.73802,1.5176,0,6.44e-05,6.44e-05,6.44e-05
46,2243.75,0.8253,0.1216,0.7937,1.30861,0,0.97028,0.97917,0.9725,0.72426,0.97028,0.97917,0.9725,0.72551,1.03461,0.00669,0.74232,1.53629,0,5.45e-05,5.45e-05,5.45e-05
47,2290.5,0.8427,0.12001,0.79967,1.3778,0,0.96044,0.97917,0.9725,0.72885,0.96044,0.97917,0.9725,0.72762,1.04078,0.00722,0.76398,1.54545,0,4.46e-05,4.46e-05,4.46e-05
48,2337.12,0.82705,0.13649,0.79755,1.31804,0,0.93899,0.97917,0.96583,0.71087,0.93899,0.97917,0.96583,0.70828,1.05055,0.00748,0.76874,1.55403,0,3.47e-05,3.47e-05,3.47e-05
49,2382.8,0.82053,0.11057,0.79719,1.29606,0,0.93787,0.97465,0.9642,0.71146,0.93787,0.97465,0.9642,0.70735,1.06039,0.00743,0.76757,1.55687,0,2.48e-05,2.48e-05,2.48e-05
50,2427.16,0.83052,0.10963,0.78707,1.30681,0,0.9395,0.96973,0.96729,0.71286,0.9395,0.96973,0.96729,0.71297,1.0564,0.00701,0.75636,1.55411,0,1.49e-05,1.49e-05,1.49e-05
