epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
16,786.605,1.20327,0.31677,1.26986,1.46534,0,0.95022,0.91455,0.97292,0.6589,0.95022,0.91455,0.97292,0.64031,1.34683,0.105,1.01543,1.67723,0,0.0003515,0.0003515,0.0003515
17,835.957,1.20051,0.35125,1.22039,1.45527,0,0.96304,0.957,0.96976,0.65138,0.96304,0.957,0.96976,0.65022,1.36098,0.13034,1.01342,1.68382,0,0.0003416,0.0003416,0.0003416
18,885.243,1.14258,0.22023,1.1401,1.42377,0,0.95009,0.94507,0.96555,0.65567,0.95009,0.94507,0.96555,0.64414,1.2279,0.12115,0.95935,1.64227,0,0.0003317,0.0003317,0.0003317
19,933.512,1.08732,0.23208,1.10798,1.36926,0,0.92253,0.97389,0.97526,0.68156,0.92253,0.97389,0.97526,0.67164,1.26328,0.09438,0.89564,1.68763,0,0.0003218,0.0003218,0.0003218
20,982.173,1.15403,0.27347,1.13738,1.41419,0,0.95655,0.95833,0.97295,0.68949,0.95655,0.95833,0.97295,0.67884,1.21838,0.10919,0.92085,1.66601,0,0.0003119,0.0003119,0.0003119
21,1030.49,1.1278,0.30335,1.07975,1.38664,0,0.97782,0.93637,0.9742,0.72838,0.97782,0.93637,0.9742,0.71545,1.16662,0.05326,0.84869,1.58163,0,0.000302,0.000302,0.000302
22,1079.51,1.12935,0.27138,1.11027,1.40466,0,0.96288,0.95207,0.97714,0.71407,0.96288,0.95207,0.97714,0.69454,1.15404,0.04249,0.8154,1.58716,0,0.0002921,0.0002921,0.0002921
23,1128.3,1.12914,0.27669,1.08072,1.37509,0,0.95955,0.95818,0.98219,0.70734,0.95955,0.95818,0.98219,0.70123,1.13952,0.07281,0.83061,1.56576,0,0.0002822,0.0002822,0.0002822
24,1177.45,1.13192,0.29104,1.06208,1.40628,0,0.9567,0.94279,0.97033,0.66471,0.9567,0.94279,0.98264,0.66059,1.22651,0.05841,0.8405,1.67137,0,0.0002723,0.0002723,0.0002723
25,1224.42,1.08139,0.35069,1.04931,1.38388,0,0.93743,0.97503,0.98101,0.65601,0.95475,0.925,0.97798,0.64351,1.26112,0.03463,0.86355,1.70328,0,0.0002624,0.0002624,0.0002624
26,1273.08,1.16719,0.18709,1.05718,1.44502,0,0.93433,0.97397,0.97457,0.69225,0.93433,0.97397,0.97457,0.69371,1.20714,0.03295,0.79459,1.66582,0,0.0002525,0.0002525,0.0002525
27,1322.77,1.08772,0.2726,1.00534,1.36518,0,0.95533,0.97917,0.975,0.70388,0.95533,0.97917,0.975,0.68258,1.24911,0.0247,0.79434,1.6853,0,0.0002426,0.0002426,0.0002426
28,1369.97,1.06441,0.2704,0.97648,1.35219,0,0.9528,0.97719,0.98139,0.6979,0.9528,0.97719,0.98139,0.69878,1.17879,0.02551,0.80817,1.62492,0,0.0002327,0.0002327,0.0002327
29,1417.54,1.08233,0.20458,0.98032,1.38653,0,0.96934,0.96191,0.9853,0.68029,0.96934,0.96191,0.9853,0.67876,1.27362,0.02537,0.8493,1.69482,0,0.0002228,0.0002228,0.0002228
30,1468.03,1.03588,0.24234,0.92988,1.33175,0,0.96795,0.96307,0.98074,0.69425,0.96795,0.96307,0.98074,0.68242,1.28792,0.02784,0.80808,1.68745,0,0.0002129,0.0002129,0.0002129
31,1518.12,1.0653,0.23671,0.94133,1.33454,0,0.95957,0.97302,0.978,0.70213,0.95957,0.97302,0.978,0.70274,1.26097,0.02748,0.79058,1.68816,0,0.000203,0.000203,0.000203
32,1568.11,1.07293,0.18722,0.93001,1.33255,0,0.94292,0.96031,0.97565,0.69923,0.94292,0.96031,0.97565,0.6963,1.2546,0.03289,0.78849,1.72734,0,0.0001931,0.0001931,0.0001931
33,1614.81,1.01195,0.24869,0.88844,1.31438,0,0.95811,0.94545,0.9705,0.6848,0.95811,0.94545,0.9705,0.68017,1.19652,0.03301,0.77635,1.69036,0,0.0001832,0.0001832,0.0001832
34,1662.41,1.02494,0.21425,0.90577,1.31263,0,0.94647,0.97848,0.98545,0.70956,0.94647,0.97848,0.98545,0.70623,1.1376,0.02606,0.75424,1.62585,0,0.0001733,0.0001733,0.0001733
35,1710.43,1.05968,0.19909,0.93492,1.33796,0,0.9666,0.9677,0.98975,0.74613,0.9666,0.9677,0.98975,0.73092,1.13563,0.02589,0.74884,1.60261,0,0.0001634,0.0001634,0.0001634
36,1758.25,0.99526,0.26015,0.9387,1.31621,0,0.98902,0.93233,0.98949,0.73255,0.9847,0.925,0.98646,0.72812,1.11717,0.03479,0.75805,1.59479,0,0.0001535,0.0001535,0.0001535
37,1807.15,1.03971,0.19095,0.88496,1.32274,0,0.99013,0.93293,0.98949,0.71352,0.98742,0.925,0.98646,0.69858,1.17642,0.05306,0.7142,1.59207,0,0.0001436,0.0001436,0.0001436
38,1855.05,0.99925,0.18739,0.91259,1.3291,0,0.9611,0.97434,0.99059,0.73322,0.98808,0.925,0.98756,0.72438,1.16645,0.04383,0.70335,1.56148,0,0.0001337,0.0001337,0.0001337
39,1901.34,0.96265,0.26506,0.87176,1.28447,0,0.99447,0.93055,0.98865,0.75108,0.99447,0.93055,0.98865,0.72764,1.15371,0.03131,0.69277,1.57311,0,0.0001238,0.0001238,0.0001238
40,1948.32,0.99502,0.20507,0.88805,1.33135,0,0.98854,0.93563,0.98789,0.73917,0.98854,0.93563,0.98789,0.73885,1.12087,0.03121,0.71185,1.56332,0,0.0001139,0.0001139,0.0001139
41,2022.08,0.91069,0.1631,1.01625,1.39773,0,0.94474,0.97676,0.98789,0.72433,0.94474,0.97676,0.98789,0.71454,1.15893,0.03305,0.76827,1.6272,0,0.000104,0.000104,0.000104
42,2065.19,0.86807,0.18866,0.99185,1.37761,0,0.94537,0.96998,0.98865,0.7247,0.94537,0.96998,0.98865,0.71105,1.19738,0.02435,0.85723,1.64573,0,9.41e-05,9.41e-05,9.41e-05
43,2108.21,0.86648,0.15149,0.90438,1.33068,0,0.96834,0.95833,0.98865,0.72974,0.96834,0.95833,0.98865,0.72061,1.11555,0.01845,0.83282,1.58135,0,8.42e-05,8.42e-05,8.42e-05
44,2151.46,0.86565,0.13638,0.83347,1.33339,0,0.97141,0.95833,0.98789,0.73051,0.97141,0.95833,0.98789,0.73008,1.0714,0.01438,0.82486,1.56373,0,7.43e-05,7.43e-05,7.43e-05
45,2194.7,0.83097,0.15194,0.79108,1.31529,0,0.98464,0.95453,0.98865,0.71886,0.98464,0.95453,0.98865,0.70979,1.11906,0.01212,0.81613,1.6193,0,6.44e-05,6.44e-05,6.44e-05
46,2237.84,0.82016,0.12242,0.77487,1.29892,0,0.99587,0.95492,0.98767,0.72668,0.99587,0.95492,0.98767,0.71677,1.13699,0.0114,0.8063,1.64451,0,5.45e-05,5.45e-05,5.45e-05
47,2281.03,0.83613,0.14774,0.79232,1.36791,0,0.97223,0.94291,0.98567,0.72116,0.97223,0.94291,0.98567,0.70632,1.15026,0.01178,0.79072,1.64391,0,4.46e-05,4.46e-05,4.46e-05
48,2324.38,0.82282,0.14552,0.78815,1.31021,0,0.96357,0.95833,0.98469,0.72732,0.96357,0.95833,0.98469,0.70893,1.13329,0.01075,0.77745,1.6209,0,3.47e-05,3.47e-05,3.47e-05
49,2367.53,0.81021,0.12236,0.77118,1.28426,0,0.96596,0.95531,0.98414,0.72954,0.96596,0.95531,0.98414,0.70848,1.11726,0.01087,0.76661,1.61106,0,2.48e-05,2.48e-05,2.48e-05
50,2410.75,0.82479,0.11675,0.78444,1.28625,0,0.99653,0.94281,0.98548,0.71851,0.99653,0.94281,0.98548,0.70674,1.09544,0.01071,0.76411,1.60135,0,1.49e-05,1.49e-05,1.49e-05
